index,Order ID,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Style,SKU,Category,Size,ASIN,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by,Unnamed: 22
3258,407-1038846-6646711,04-28-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0332,J0332-DR-M,Western Dress,M,B09LM6GY71,Shipped,1,INR,699.0,NEW DELHI,DELHI,110019.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-23LLL7GZCLBVW,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,null
3259,407-7309796-1652341,04-28-22,Shipped,Amazon,Amazon.in,Expedited,SET291,SET291-KR-PP-XL,Set,XL,B099NJV9X7,Shipped,1,INR,599.0,KANNIYAKUMARI,TAMIL NADU,629702.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
3260,404-1468499-5038720,04-28-22,Shipped,Amazon,Amazon.in,Expedited,JNE3368,JNE3368-KR-XXL,kurta,XXL,B081WSWWL7,Shipped,1,INR,471.0,THIRUVANANTHAPURAM,KERALA,695525.0,IN,null,False,null,null
3261,403-2875225-7407525,04-28-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET300,SET300-KR-NP-L,Set,L,B09KXTBZ3N,Shipped,1,INR,999.0,MATTANNUR,KERALA,670702.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-P3CSUAK4HTEP2,Amazon PLCC Free-Financing Universal Merchant AAT-23LLL7GZCLBVW,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,null
3262,403-9679139-2648306,04-28-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3795,JNE3795-KR-L,kurta,L,B09HMM2G1B,Shipped,1,INR,517.0,JALANDHAR,PUNJAB,144007.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-23LLL7GZCLBVW,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,null
3263,408-0622219-7750735,04-28-22,Shipped,Amazon,Amazon.in,Expedited,J0230,J0230-SKD-XS,Set,XS,B08XNHXSFZ,Shipped,1,INR,1112.0,GHAZIABAD,UTTAR PRADESH,201009.0,IN,null,False,null,null
3264,404-1771992-1241165,04-28-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3811,JNE3811-KR-XS,kurta,XS,B09RKBG19J,Unshipped,1,INR,568.0,KANPUR,UTTAR PRADESH,208001.0,IN,null,False,null,null
3265,404-1771992-1241165,04-28-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3797,JNE3797-KR-XS,Western Dress,XS,B09SDY9SQ6,Unshipped,1,INR,725.0,KANPUR,UTTAR PRADESH,208001.0,IN,null,False,null,null
3266,408-5108682-4462768,04-28-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3805,JNE3805-KR-XL,kurta,XL,B09K3WFR76,Shipped,1,INR,459.0,PUDUCHERRY,PUDUCHERRY,605009.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-23LLL7GZCLBVW,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,null
3267,403-0984673-1893161,04-28-22,Shipped,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-XXL,Set,XXL,B09KXSQ73F,Shipped,1,INR,626.0,BENGALURU,KARNATAKA,560043.0,IN,null,False,null,null
3268,408-6871860-5446709,04-28-22,Shipped,Amazon,Amazon.in,Expedited,JNE3819,JNE3819-KR-S,kurta,S,B09LV24W3Z,Shipped,1,INR,499.0,KOTTAYAM,KERALA,686016.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
3269,402-4520980-0448345,04-28-22,Cancelled,Merchant,Amazon.in,Standard,JNE3518,JNE3518-KR-XL,kurta,XL,B08XW66LTH,null,0,INR,463.81,MUMBAI,MAHARASHTRA,400016.0,IN,null,False,Easy Ship,null
3270,171-0024891-4859557,04-28-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0308,J0308-DR-M,Western Dress,M,B099NV5WD8,Shipped,1,INR,625.0,BOKARO STEEL CITY,JHARKHAND,827004.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-23LLL7GZCLBVW,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,null
3271,404-3046331-3477952,04-28-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XS,kurta,XS,B081XCMYXJ,Unshipped,1,INR,399.0,KANAKAMMACHATHRAM,TAMIL NADU,631204.0,IN,null,False,null,null
3272,406-6427636-5969134,04-28-22,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XXL,kurta,XXL,B082W8RWN1,Shipped,1,INR,376.0,Bangalore North,KARNATAKA,560016.0,IN,null,False,null,null
3273,404-6366485-4632350,04-28-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET393,SET393-KR-NP-S,Set,S,B09QJ5LYDH,Shipped,1,INR,969.0,"Mahadevapura, Bangalore",KARNATAKA,560048.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-23LLL7GZCLBVW,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,null
3274,405-6315942-1996356,04-28-22,Shipped,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-S,Set,S,B08XQ98B2Q,Shipped,1,INR,788.0,Vadodara,Gujarat,390023.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
3275,405-6315942-1996356,04-28-22,Shipped,Amazon,Amazon.in,Expedited,SET265,SET265-KR-NP-S,Set,S,B0983D6TGS,Shipped,1,INR,888.0,Vadodara,Gujarat,390023.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
3276,407-9203149-1548350,04-28-22,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XXL,kurta,XXL,B082W8RWN1,Shipped,1,INR,376.0,PIDUGURALLA,ANDHRA PRADESH,522413.0,IN,null,False,null,null
3277,404-1046937-3186743,04-28-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XS,kurta,XS,B081XCMYXJ,Unshipped,1,INR,399.0,Ramapuram Chennai,TAMIL NADU,631204.0,IN,null,False,null,null
3278,406-5570286-0731543,04-28-22,Shipped,Amazon,Amazon.in,Expedited,JNE3567,JNE3567-KR-M,kurta,M,B08KRXV1QR,Shipped,1,INR,399.0,NEW DELHI,DELHI,110051.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
3279,402-3938898-6574756,04-28-22,Shipped,Amazon,Amazon.in,Expedited,J0118,J0118-TP-XL,Top,XL,B08N4RDVZP,Shipped,1,INR,487.0,DIMAPUR,NAGALAND,797112.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
3280,404-2628052-7539536,04-28-22,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-XS,Set,XS,B09NQ4DD29,Shipped,1,INR,597.0,"Damdim, jalpaiguri",WEST BENGAL,735209.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
3281,406-5564359-5034749,04-28-22,Shipped,Amazon,Amazon.in,Expedited,JNE3645,JNE3645-TP-N-XXL,Top,XXL,B08ZH7C41R,Shipped,1,INR,432.0,MUMBAI,MAHARASHTRA,400012.0,IN,null,False,null,null
3282,405-5892680-0354763,04-28-22,Cancelled,Amazon,Amazon.in,Expedited,SET397,SET397-KR-NP  -M,Set,M,B09RKD6KWL,Unshipped,1,INR,1186.0,BENGALURU,KARNATAKA,560066.0,IN,null,False,null,null
3283,405-4940752-3939533,04-28-22,Cancelled,Amazon,Amazon.in,Expedited,SET014,SET014-KR-PP-M,Set,M,B07JNSZNV5,Unshipped,1,INR,818.0,BENGALURU,KARNATAKA,560066.0,IN,null,False,null,null
3284,405-7024826-5408330,04-28-22,Shipped,Amazon,Amazon.in,Expedited,JNE3440,JNE3440-KR-N-M,kurta,M,B081WY1SP3,Shipped,1,INR,399.0,PIMPRI CHINCHWAD,MAHARASHTRA,411027.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
3285,402-9388711-2602742,04-28-22,Shipped,Amazon,Amazon.in,Expedited,J0216,J0216-BL-XL,Blouse,XL,B09PBWK8QY,Shipped,1,INR,625.0,VADODARA,Gujarat,390019.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
3286,406-8199452-3926750,04-28-22,Shipped,Amazon,Amazon.in,Expedited,JNE3798,JNE3798-KR-L,Western Dress,L,B09SDX13G7,Shipped,1,INR,725.0,KANPUR,UTTAR PRADESH,208001.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
3287,406-8199452-3926750,04-28-22,Shipped,Amazon,Amazon.in,Expedited,SET359,SET359-KR-NP-XXXL,Set,3XL,B09RKDK9P1,Shipped,1,INR,1099.0,KANPUR,UTTAR PRADESH,208001.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
3288,406-3338330-9401954,04-28-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET413,SET413-KR-NP-L,Set,L,B09RKFCS6B,Shipped,1,INR,852.0,KANPUR,UTTAR PRADESH,208001.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-23LLL7GZCLBVW,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,null
3289,406-3338330-9401954,04-28-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3798,JNE3798-KR-M,Western Dress,M,B09SDXTRS9,Shipped,3,INR,2175.0,KANPUR,UTTAR PRADESH,208001.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-23LLL7GZCLBVW,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,null
3290,408-9447199-1932334,04-28-22,Shipped,Amazon,Amazon.in,Expedited,JNE3793,JNE3793-KR-XS,kurta,XS,B09NQ8JWYL,Shipped,1,INR,368.0,GURUGRAM,HARYANA,122017.0,IN,Duplicated AYTJSBA8ZOP16 1567159860988,False,null,null
3291,403-4178575-0886725,04-28-22,Shipped,Amazon,Amazon.in,Expedited,JNE3399,JNE3399-KR-XL,kurta,XL,B082W8B28G,Shipped,1,INR,435.0,BANGALORE,KARNATAKA,560096.0,IN,null,False,null,null
3292,407-4640108-0037911,04-28-22,Shipped,Amazon,Amazon.in,Expedited,JNE3797,JNE3797-KR-XXL,Western Dress,XXL,B09SDXSQ33,Shipped,1,INR,725.0,CHENNAI,TAMIL NADU,600100.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
3293,404-0738988-8881133,04-28-22,Shipped,Amazon,Amazon.in,Expedited,JNE3797,JNE3797-KR-XS,Western Dress,XS,B09SDY9SQ6,Shipped,1,INR,725.0,Kalady,KERALA,683574.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
3294,408-7841589-8640309,04-28-22,Shipped,Amazon,Amazon.in,Expedited,JNE3797,JNE3797-KR-XS,Western Dress,XS,B09SDY9SQ6,Shipped,1,INR,725.0,NELLORE,ANDHRA PRADESH,524001.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
3295,402-3801894-3401158,04-28-22,Shipped,Amazon,Amazon.in,Expedited,MEN5009,MEN5009-KR-S,kurta,S,B08YYZNFQG,Shipped,1,INR,499.0,GURUGRAM,HARYANA,122018.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
3296,405-8947813-7540363,04-28-22,Shipped,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-L,Set,L,B08XQ8MCKP,Shipped,1,INR,788.0,COIMBATORE,TAMIL NADU,641042.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
3297,404-6220306-9013926,04-28-22,Shipped,Amazon,Amazon.in,Expedited,JNE3368,JNE3368-KR-XXL,kurta,XXL,B081WSWWL7,Shipped,1,INR,471.0,Hyderabad,TELANGANA,500089.0,IN,null,False,null,null
3298,406-8657328-9531564,04-28-22,Shipped,Amazon,Amazon.in,Expedited,SET355,SET355-KR-PP-L,Set,L,B09RKF5R9S,Shipped,1,INR,1399.0,ARRAH,BIHAR,802301.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
3299,404-5425289-3721119,04-28-22,Shipped,Amazon,Amazon.in,Expedited,J0344,J0344-TP-M,Top,M,B0986XJDJ4,Shipped,1,INR,518.0,KOLKATA,WEST BENGAL,700021.0,IN,null,False,null,null
3300,408-8500416-7191543,04-28-22,Cancelled,Merchant,Amazon.in,Standard,JNE3794,JNE3794-KR-XL,kurta,XL,B09HM9HC4T,null,0,INR,492.38,THANE,MAHARASHTRA,400604.0,IN,null,False,Easy Ship,null
3301,405-0403818-9772317,04-28-22,Cancelled,Merchant,Amazon.in,Standard,SET295,SET295-KR-NP-M,Set,M,B09PN3FDX8,null,0,INR,715.24,KAWARDHA,CHHATTISGARH,491995.0,IN,null,False,Easy Ship,null
3302,403-3261212-5592343,04-28-22,Shipped,Amazon,Amazon.in,Expedited,JNE3567,JNE3567-KR-XXL,kurta,XXL,B08KRYCC8J,Shipped,1,INR,399.0,PALAI,KERALA,686578.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
3303,407-7673209-2409130,04-28-22,Shipped,Amazon,Amazon.in,Expedited,JNE3531,JNE3531-KR-S,kurta,S,B08BFBDPPL,Shipped,1,INR,329.0,MUMBAI,MAHARASHTRA,400063.0,IN,null,False,null,null
